pid,dt,url,title,price,neighb,sqft,lat,lng,accuracy,body_text,furnished,laundry_known,laundry_onpremises,laundry_inunit,room_known,private_room,bath_known,private_bath,parking_known,onsite_parking
6015236668,2017-03-22 12:50,http://sfbay.craigslist.org/pen/roo/6015236668.html,Large Suite in Fantastic Location - Utilities Included,1250,burlingame,0,37.579736,-122.380443,7,"b""Large and private bedroom suite on 3rd floor of the home offers an approximately 18'x12' ft bedroom with vaulted ceiling, ample closet space and full private en-suite bath. Additionally included is a roughly 10'x10' ft bonus room (office, library, guest room) with more closet space, microwave and small refrigerator. $1000 security deposit. \n\nCall Gary (Owner) for showing appointments:""",False,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,FALSE
6055536646,2017-03-22 12:50,http://sfbay.craigslist.org/sby/roo/6055536646.html,$950 MOVING SPECIAL - FIRST MONTH $100 OFF- PRIVATE ROOM FOR RENT,950,santa clara,0,37.343041,-121.969569,15,"b""About location:\n- Apartment is located on Karen Dr., near by San Tomas and Benton Street.\n- Close to public transportation (bus stops and Cal train stop)\n- 2.5 miles from Santa Clara University\n- 4.5 miles from Mission College \n- 6.3 miles from Deanza College\n- 8.8 miles from San Jose State University\n- 3 miles from Valley Fair and Santana Row \n- 0.5 miles from Central Park Library \n- within walking distance from shopping centers and eatery's such as Target , Safeway, CVS, hometown buffet, taco bell, ect..\n- easy access to freeways 101 , 85 , 280 , 880 \n- very close by almost high tech companies ( Google, CISCO, Apple, Applied Material, NIDIA , Abott, ect....\nAbout Room:\n- we want to share 1 room in 2beb 1bath duplex.\n- Quiet and spacious bedroom with build - in closet \n- Room can be furnised or not depend on your need.\n- Kitchen with refrigerator, microwave, electric stove, oven ( we prefer light cooking)\n- coin operated washer n dryer on site \n- 1 private parking space for you, easy to find parking space on the street too \n********MOVING SPECIAL FIRST MONTH $100 OFF FOR TENANT MOVE IN APRIL 1ST **********\n$950 first month rent + $1050 security deposit to move in APRIL 1ST\nAfter that $1050 each month ( single person) \n$1350 each month (for couple)\nRental fee including all ultilies (wifi, electric, gas, garbage , water ,dish soap, hand soap, bath tissues, weekly cleaning )\n\nRequirements \n- 6month -1 year lease\n- 3 month check stub\n- Students work or steady income.\n- Light Cooking only \n- No drug , No smoking No alcohol , No parties , No pets, No guests\n\nA little about us \nWe are 30s 40s Chinese-Vietnamese couple with 3 months old baby girl. \nMy husband works for tech company. I am housewife. We are very friendly and easy going. If you are interested please tell me your yourself( your job ,working hours, hobby and target move- in date)\n\nRoom are available right now. Please contact me make an appointment for visiting.""",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6055547611,2017-03-22 12:50,http://sfbay.craigslist.org/sby/roo/6055547611.html,$950 MOVING SPECIAL - FIRST MONTH $100 OFF- PRIVATE ROOM FOR RENT,950,sunnyvale,0,37.343041,-121.969569,15,"b""About location:\n- Apartment is located on Karen Dr., near by San Tomas and Benton Street.\n- Close to public transportation (bus stops and Cal train stop)\n- 2.5 miles from Santa Clara University\n- 4.5 miles from Mission College \n- 6.3 miles from Deanza College\n- 8.8 miles from San Jose State University\n- 3 miles from Valley Fair and Santana Row \n- 0.5 miles from Central Park Library \n- within walking distance from shopping centers and eatery's such as Target , Safeway, CVS, hometown buffet, taco bell, ect..\n- easy access to freeways 101 , 85 , 280 , 880 \n- very close by almost high tech companies ( Google, CISCO, Apple, Applied Material, NIDIA , Abott, ect....\nAbout Room:\n- we want to share 1 room in 2beb 1bath duplex.\n- Quiet and spacious bedroom with build - in closet \n- Room can be furnised or not depend on your need.\n- Kitchen with refrigerator, microwave, electric stove, oven ( we prefer light cooking)\n- coin operated washer n dryer on site \n- 1 private parking space for you, easy to find parking space on the street too \n********MOVING SPECIAL FIRST MONTH $100 OFF FOR TENANT MOVE IN APRIL 1ST **********\n$950 first month rent + $1050 security deposit to move in APRIL 1ST\nAfter that $1050 each month ( single person) \n$1350 each month (for couple)\nRental fee including all ultilies (wifi, electric, gas, garbage , water ,dish soap, hand soap, bath tissues, weekly cleaning )\n\nRequirements \n- 6month -1 year lease\n- 3 month check stub\n- Students work or steady income.\n- Light Cooking only \n- No drug , No smoking No alcohol , No parties , No pets, No guests\n\nA little about us \nWe are 30s 40s Chinese-Vietnamese couple with 3 months old baby girl. \nMy husband works for tech company. I am housewife. We are very friendly and easy going. If you are interested please tell me your yourself( your job ,working hours, hobby and target move- in date)\n\nRoom are available right now. Please contact me make an appointment for visiting.""",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6055531389,2017-03-22 12:49,http://sfbay.craigslist.org/sfc/roo/6055531389.html,A Remodeled House+Nice Neighborhood+easy Transportation,1000,sunset / parkside,0,37.743052,-122.475644,15,"b""Beautiful, clean room with 2 bathrooms! Laundry (Washer & Dryer) is in the building. Lots of free street parking.\n\nHalf block to Muni L Taraval to Downtown, few steps to Muni 28 bus to SF State University, very close to banks, Safeway, restaurants, coffee shops, supermarkets, public library\n\nLooking for quiet, clean and responsible female tenant. No smoking. No pets. No drugs. No parties. Utilities is divided evenly among tenants.\n\nYou'll get 1 private room plus 2 shared bathrooms with shower and toilet, 1 shared kitchen.\n\nTHIS ROOM IS JUST FOR ONE PERSON\n\nLocation: Parkside district, on 19th Ave (2 minute walk from L Taraval). 15 minutes away from Downtown San Francisco, Powell Station, Union Square.\n8 minutes away from SFSU, easy access to freeway I-280\n\nPlease call or text message me at \n \nif you're interested and tell me about yourself. Please include:\n1) Name\n2) Age\n3) Occupation\n5) Best phone # to contact you/Facebook/Instagram/LinkedIn\n6) When you're available to see the room?\n7) When you'd like to move in?\n8) How long would you like to lease for?\n\nRent: $1000/month + deposit ($1200). 1 year lease \nPlease call or text message me at \n \nor \n \nif you're interested in this room.""",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6028653776,2017-03-22 12:49,http://sfbay.craigslist.org/sby/roo/6028653776.html,Master Bedroom Mountain View,1500,mountain view,1500,37.386322,-122.092438,7,"b'You can rent the private master bedroom and master bedroom in this house is a beautiful Eichler house with a large backyard garden by El Camino Real and Shoreline.  \n\nMove in details:\n\nYou can move in Aril 1st or earlier if you would like.  \n\nThe lease goes until September 1st 2017, and you have the option of extending the lease.\n\nWater & trash, PG&E split evenly amongst the house.\n\n$2250 security deposit\n\n$1490 rent/month\n\nThe Place:\n\n1600 sqft house with new appliances, including the washer, dryer, and dishwasher.\n\nFully furnished bedroom including queen size mattress and springboard, dresser, and desk.  \n\nLarge open living room & kitchen. \n\nPatio and gazebo for grilling and entertaining.\n\nGarage and driveway for parking, workshop or storage\n\nBathroom:\n\nPrivate bathroom with shower and a floor to ceiling medicine cabinet.  \n\nGuest bathroom also available.\n\nViewing:\n\nEmail me if you would like to tour the house.  You can see the house on afternoons and on weekends.'",True,TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,TRUE
6055541148,2017-03-22 12:46,http://sfbay.craigslist.org/pen/roo/6055541148.html,FurnishedPrivate room-sep private bath just steps to ocean - Pacifica,969,pacifica,960,37.647335,-122.492709,7,"b""I have a room for rent in a 960 sq ft 2 bed/2 bath home approximately 200 ft from the ocean in Pacifica.  No view from home, but just a very short walk to a spectacular view.  Must enjoy the sounds of the sea!\n\nPrivate room with separate private bath.  Available for one person only.\n\nWasher/dryer in the home.\n\n1 off street parking place, no garage.  Additional street parking nearby.\n\nSuper convenient to San Francisco and the Peninsula.  \n\nWalking distance to many amenities:  beach, pier, pool, gym, supermarket, post office, public transit, etc. \n\nShort bike ride (mountain and road) to very cool places - Montara Mountain, Pedro Valley Park, Half Moon Bay, Ocean Beach, Linda Mar Beach.\n\nEasy access to surfing nearby.\n\nNon-smoking, no drugs. No pets.\n\n50's guy prefers similar.  But if you are interested in the room, send me a short email with contact info and best time and method to reach you  (phone, text, or email).  Let me know if you have any questions.\n\nRent is $969 plus half utilities (approx 70-80/month).  I provide no cable/tv or shared internet service.  One month deposit.\n\nShort drives to San Francisco, South San Francisco, Daly City, San Bruno, Mid Peninsula including Millbrae, SFO,  Burlingame, San Mateo, Redwood City.""",True,TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,FALSE
6048327952,2017-03-22 12:45,http://sfbay.craigslist.org/nby/roo/6048327952.html,Nice Room in San Rafael,775,san rafael,0,37.959123,-122.516486,20,"b""Room 12 x 14 available on Apr 1.  Rent is $775 plus $50 utilities, Includes internet. Deposit is the same as the rent.  30 day month to month lease and 30 day notice required to vacate.  \n\nRoom is one of three in the renters section of the house.  Has two good sized windows for light and air.  There is central heating and air conditioning in the house.  Laundry facility is located down the street and there is both on and off street parking.  There is a patio area for lounging and separate entrance for all to use.  \n\nWe are close to ferry, buses , biking trails, and any commute is easy from our location.  Grocery , stores and shopping is close in all directions.  We are close to Dominican and College of Marin. \n\nThere is a strict NO overnight guest policy. This includes boyfriends and girlfriends.  Reason being we have had past renters who have saddled us with guests looking for extended stays on everyone else's dime .  \n\nOther than that, we seek renters who work full time, are clean in their spaces and common spaces.  We have two dogs and a cat, so you must not be allergic.  They are small and have their own room, not allowed in the renters area.""",False,TRUE,FALSE,False,True,TRUE,True,FALSE,TRUE,FALSE
6055537548,2017-03-22 12:44,http://sfbay.craigslist.org/sby/roo/6055537548.html,"Master Brm. All here pursuing our Goals & Objectives. Hyw85&87,SJSU",,san jose south,0,37.242842,-121.827831,7,"b""We have a 4 bedroom 2 Bath house with (1 Master bedroom w/bath available). You will have use of the house common areas including family room with fireplace, updated kitchen, laundry facilities, nice backyard and covered patio. The house is in a quiet neighborhood with lighted parking located near Snell Ave/Calero Ave. It is within a 2 minute walk of the light rail with access to Kaiser, Oakridge Mall, Downtown/SJSU, etc. Also located within a \xc3\x82\xc2\xbc mile of groceries, parks, Starbucks, etc. The common areas are furnished. \n\n We are all here pursuing goals and objectives which makes for a great environment.\n I am a professional rep., and am here at the house an average of 4 days/week. I am a married commuter and usually keep to myself during the week. I am easy to get along with and am looking for those who are mature, respectful people so that everyone can enjoy coming home. A standard single room is rented on a one person per room occupancy @ 1175. with no overnite guests. There is no smoking,no pets, no illegal drugs, or excessive alcohol use. The place is well worth checking out for the right person. On Master Bdrm. only, I am willing to consider a professional/quite couple at 1675.\n\n PG&E/water/garbage/wifi/Dish are included @ 1175. monthly. Long term 6 month+ preferred. There is an application and credit/tenant check for each person that is subject to approval.Upon move-in the first month's rent and security deposit equal to one month's rent is required. \n\n ---(If interested please email me with Info about yourself, Current housing, Desired lenght of stay, and your Expectations. If you have a link to LinkedIn or FaceBook that would be helpful--\n Thank You, \n Jeff""",False,TRUE,TRUE,False,True,TRUE,True,TRUE,FALSE,FALSE
6055537375,2017-03-22 12:43,http://sfbay.craigslist.org/sby/roo/6055537375.html,Private bdrm for rent,1000,cupertino,0,37.318000,-122.044900,22,"b'Furnished Private bdroom with Shared bath is available in the 4 bdrm Cupertino house, crossing of homestead and DeAnza from April 1st.  Washer/Dryer, Refrigerator will be shared. House is close Apple Campus, shopping center and Freeway.  I want somebody pure Vegetarian,  Working professional. Rent would be $1000 + $100 utilities per month.  Rent include internet, water, garbage, PG&E.\nIf interested, please txt or call at'",True,TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6055517960,2017-03-22 12:43,http://sfbay.craigslist.org/eby/roo/6055517960.html,Private 1BD/1BA !!!!!!!!!!!!!!!!,1000,fremont / union city / newark,136,37.533237,-122.001172,15,"b'This is a 2 bedroom 2bath apartment unit in a gated, clean and quiet community with 2 swimming pools, one fitting room, close to 880 and New Park Mall. \n\n I\'m looking for a no smoking, no drug, no alcohol roommate. \n\n You have:\n 1) Private bedroom(12""x11.3"") furnished with one single bed, one desk, two book shelves, wall to wall closet; \n 2) Private bathroom with shower over tub;\n 3) The rent includes PGE, water, garbage, wifi, parking inside the community; \n 4) You share the kitchen and living room with one person only;\n 5) Good references and credit check may required;\n \nIf you are interested, or have any questions, please email me, or ring me up.'",True,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,TRUE
6055536133,2017-03-22 12:43,http://sfbay.craigslist.org/sfc/roo/6055536133.html,Spacious Rm Available Ideal for Female Student; Near 9th ave/Irving,800,inner sunset / UCSF,0,,,,"b""Spacious Room Available for rent in an Edwardian style home. \nMove in date is negotiable, but available now.  \nThere is no lease, month to month, however long term is acceptable providing compatibility and living style is suitable. \n\n$800 per month; with move in cost of first and last plus $500 Deposit. All utilities are included, internet, PG&E etc.\n  \nWithin walking distance to Golden Gate Park, entrance to the strybing arboretum, there are lots of great restaurants, and cafe's nearby. Great transportation location especially if needed to commute to CCSF, State, walking distance to UCSF. \nN-Judah and 72 bus-line one block away.\n\nRoom converted from dinning room, with complete privacy with door and french doors that is completely blocked, that is adjacent to the living room. Room partially furnished with hardwood floor throughout, don't know the exact dimensions but pretty large, i.e., there is one large antique dresser (that will NOT be moved),  can fit a queen size bed with plenty of space left, for desk, dresser. One large window, provides pretty nice natural light... When it is not foggy during summer... Washer/Dryer in the house. \nShared bathroom, however, shower room and toilet room is separate.\n\nIdeal for female student dedicated to her education, MATURE/friendly individual to live in a clean household, has respect for others, which is me, no other roommates, is relatively quiet, clean-up after self, etc, \n\nOnly apply if you can provide credit report, references from previous landlords, proof of employment status and or current student status. \nNo Drugs or Alcohol.""",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
