pid,dt,url,title,price,neighb,sqft,lat,lng,accuracy,body_text,laundry_known,laundry_onpremises,laundry_inunit,room_known,private_room,bath_known,private_bath,parking_known,onsite_parking
6047230257,2017-03-16 18:36,http://sfbay.craigslist.org/sby/roo/6047230257.html,Room for Rent - Utilities included,,san jose south,0,37.282700,-121.826500,0,"I have a room available for rent now. My single house is newly remodeled and located in South San Jose nearby Monterey Rd and Branham Ln. 

Looking for clean, neat, quiet, responsible, and considerate STUDENT/COMMUTER/PROFESSIONAL. 

Looking for Only SINGLE MALE TENANT.      

Not looking for COUPLE or SINGLE MOM. 

No drugs, drinking, parties, smoking, pets, and overnight guests. 

Utilities included gas/electric, water, garbage, wireless internet, and washer/dryer. No cooking but can use microwave, toaster oven, and refrigerator.

Rent will be $700 for a room, and an initial $700 security deposit. 
Either short-term or long-term rent is okay.

Quiet safe environment and neighborhood.
Easy access to schools, markets, shopping, parks freeway 101, 85, and 87.

Please reply email with your phone number and describe a bit about yourself or call/text",TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6047245081,2017-03-16 18:33,http://sfbay.craigslist.org/sfc/roo/6047245081.html,BRIGHT LARGE BEDROOM WITH PRIVATE BATHROOM,1300,marina / cow hollow,0,37.799713,-122.434881,7,"We are looking for someone professional and respectful who can pay rent on time. You would be renting a room straight from the landlord, so there are no games or personality competitions to win the roommates over. 

Available: Now

Location: 
1 block from Fillmore and Chestnut restaurants, bars, and shops 
1 block from Moscone Park (baseballs fields, basketball courts, tennis courts, golf greens) 
1.5 blocks from laundromat, or cheap cleaners directly downstairs 
3 blocks from Union 
4 blocks from Safeway 
Close to many bus lines (30, 30X, 41, 45, 45X, 22, 28, 43...) 

Roommates: 
4 clean, quiet, friendly, active, professionals in their mid-20s 
Typical 9-5ers with independent lives
Not looking for a new best friend but hangout with other roommates on occasion 
Non-smokers, social drinkers 

Apartment: 
5 Bedrooms / 3 Baths apartment 
Good shower and water pressure 
No dishwasher, garbage disposal, or washer/dryer 
Little common area space 
No pets, no smoking 

Bedroom: 
Bright large bedroom with private bathroom, windows and closet.
No live-in gfs/bfs please

Cost/Lease: 
$1300 Rent + $40 Water, Garbage and Cleaning + PGE share (~$10) + share wifi
Move-In Costs = First + Deposit 
Six month or One-year lease 
We require a credit report and payment stub from all applicants

If you're interested, please send me an email with your information, phone number and social media links. I will reply with the address and the show time.

Thank you!",FALSE,FALSE,False,True,TRUE,True,TRUE,FALSE,FALSE
6040260314,2017-03-16 18:32,http://sfbay.craigslist.org/eby/roo/6040260314.html,Clean and updated,800,concord / pleasant hill / martinez,0,37.944422,-121.968571,20,"Are you looking for a nice home to share near Clayton Road and Ygnacio Valley area. I am a half mile from Safeway, CVS, and a shopping center complete with shops, boutiques, restaurants and even Cal State East Bay. My house is located in a safe, desirable, well kept neighborhood and just 10 minutes from BART and Walnut Creek.

You will have a private room, furnished or unfurnished, access to kitchen usage, laundry, cable in your room, wifi, and utilities and PGE. Additionally, I have a sunroom that allows for a little extra space.

I have a well behaved dog that even non- animal lovers enjoy. He is very mellow, gentle and quiet. I am up and out early as I run a small school, so I enjoy quiet evenings and go to bed early. I like to keep busy on the weekends with friends and family and enjoy hiking, biking, movies and socializing.

If you are interested, please email me a bit about yourself.

specifics:
1st month rent and $450 refundable security deposit required to move in
Available now",TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6047204881,2017-03-16 18:30,http://sfbay.craigslist.org/sby/roo/6047204881.html,"Great room for rent. Utilities, WiFi, cable included.   $ 1,000.00",1000,san jose north,1214,37.417618,-121.859493,7,"Single parent looking for house mate.  Comfortable house, private bathroom, no other tenants.",FALSE,FALSE,False,True,TRUE,True,TRUE,FALSE,FALSE
6022832338,2017-03-16 18:29,http://sfbay.craigslist.org/sby/roo/6022832338.html,"NICE, LARGE ROOM W/ SEMI PRIVATE BATH, PRIVATE ENTRANCE, SECURITY, AND",1150,san jose south,150,37.294437,-121.852756,0,"Nice, Large, Bright, room W/ Semi private Bath, Private entrance, Security, and Covered driveway parking Available for Rent.Room is 13 x 11.5 feet. Furnished or unfurnished. Amenities include: Swimming pool, Jacuzzi, Weight rooms, Sauna, Tennis court, Billiards room, Library, and Clubhouse. Wifi, cable, and all utilities included. 

Centrally located for easy commute.
Easy access to Hwy 85/87/280/880/101 Etc.

Minutes away from local shopping & restaurants.
Close to Monterey Rd. and Tully\Curtner  (Fairgrounds)
Walking distance to VTA bus stop, Light Rail, and Cal Train, Shopping, and Restaurants.  Quiet & safe neighborhood.",TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,TRUE
6047249841,2017-03-16 18:28,http://sfbay.craigslist.org/sby/roo/6047249841.html,ROOM FOR RENT,,cupertino,0,37.318000,-122.044900,22,"favorite this post $1250 room for rent (cupertino) 





















Â© craigslist - Map data Â© OpenStreetMap

Stevens creek at mann dr

 (google map) 

available mar 31

laundry in bldg
street parking
private bath
private room






 I have 1 Bedroom with private bathroom for rent 
 Close to DeAnza College, 10 min walk away. 
And Close AAPL Inc
Shopping and food 5 min walk. 
Awesome location that is also close to the freeway. 
Shared kitchen and living space with owner. Perfect for a single person. 
Plenty of Street Parking available.
 Rent = $1250 per month utilities included(Sewer, Water,  Electric and WIFI)
 Security Deposit = $1250 

Please Call 
 
and leave a message.
 or Text 
 
 

 好地點,近蘋果電腦公司及De ANZA大學",TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,FALSE
6047254349,2017-03-16 18:28,http://sfbay.craigslist.org/eby/roo/6047254349.html,"Room  in lovely, quiet Elmwood home",790,berkeley,144,37.859520,-122.257555,7,"AVAILABLE March 21 or later - can show it Tuesday or Saturday, March 25 - set up appointment by email and include contact info, a summary of your situation, when you want to move in, and when you could come to look at it.  

The room is located in a two-story, brown shingle home about a half mile south of UC campus between College and Telegraph Avenues and a block from Willard Park.  You can walk to Ashby or Rockridge BART, Berkeley Bowl, Elmwood Commercial District, UC, and Telegraph Commercial District within 20 minutes. Your sunny, unfurnished room is on the second story, with a view of the UC Campanile.   There is a single bed but this can be removed if desired. A bathroom with tub-shower is shared with a professional and a student (30-year old female architect that went to UC and 25-year old female from Taiwan studying fashion design) who are are clean and quiet. There is a shared laundry room with top of the line equipment. The kitchen has a dishwasher, gas range-oven, stainless steel sink, and large refrigerator-freezer. A large teak table is in the dining area. Willard Park, University of California, Berkeley Bowl, College Avenue (Elmwood) and Telegraph business districts, as well as Ashby and Rockridge BART are all within walking distance. We are a mature couple who have a bedroom and bath on the first story but spend about half the time at our west Marin vacation home. We are looking for a quiet, trustworthy housemate, likely a student or teacher associated with UC, but not necessarily. Sorry, no tobacco smokers, excessive party persons, or pets allowed. We are 420 tolerant, and we like to keep the place clean. You will pay 1/5 of utilities that typically average $50-$60 per month. We have Wi-Fi broadband Internet available at no charge. Security deposit is $790.  If you are interested, email me with your situation (including when you want to move, how long you plan to stay, financial source of rent, how frequently you cook, and how you spend your time).",TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6047250329,2017-03-16 18:28,http://sfbay.craigslist.org/sfc/roo/6047250329.html,room available in Sunset 28th Ave,800,sunset / parkside,1200,37.750618,-122.485894,0,"$800/ person shared with one other person in the room.  Rooms available for rental in a 5br/2ba house in the sunset district on 28th ave near Ortega. Newly remodeled bathrooms. Laundry site with washer and dryer. The minimum required lease is one year. The room size is 10' x 11' .    Room available for rental  is $1600.

 House with access to the garage and big backyard.  It is conveniently located near everything. Separate entrance to unit. Easy access to City College, San Francisco State schools, shopping, and public transportation. 
Pets,drugs, loud party and smoking are not allowed on this property.


Top Floor:   4 Bedrooms with kitchen and full bath.
Bottom Floor:  2 Bedrooms with full bath, washer and dryer in garage and access to backyard.

Please call for viewing time and date
viewing today 

 


1971 28th Ave
San Francisco Ca 94116",TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,TRUE
6039577682,2017-03-16 18:28,http://sfbay.craigslist.org/sby/roo/6039577682.html,四分走到DeAnzaCollege 房間出租,1050,cupertino,0,37.313642,-122.040571,15,"3-4分鐘走到 De Anza College. 
近 Apple, 99, Marina 超市及280/85高速公路.
13' x 11'  房間出租. 10+年新. Furnished
單身少炊 

請電 
 
    ( NO TEXT )",TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6040273027,2017-03-16 18:28,http://sfbay.craigslist.org/eby/roo/6040273027.html,3 rooms available in NEWLY REMODELED Fremont home,1200,fremont / union city / newark,3200,,,,"Square feet: 3,200


WHO WE'RE LOOKING FOR:

Easygoing roommates who clean up after themselves (ie. wipe down stove after use), contributes to household chores (ie. taking out the trash), responsible
No drugs, smoking, overnight guests, or pets 

TERMS:

Rent is $1,200 per room + utilities (water, gas, electricity, trash, and Internet) + monthly housekeeper (split between all tenants including ourselves). Agreement will be month to month with one month advance notice if you plan to move out. In addition to the first month's rent, initial payment will need to include last month's rent and a security deposit (equal to one month's rent). A background check and credit check will be conducted prior to move in (paid by tenant).
*Rent for room with own private bathroom is $1400/month (photos of room/bathroom attached)

If you'd like to rent for a shorter stay (ie. 2-3 months), rent is $1,300/month.

THE HOUSE:

We have 3 rooms for rent in a 3,200 square-foot newly remodeled Western-styled home in the Warm Springs area (Southern Fremont near Mission Blvd). The house is newly remodeled, organized, and well kept. Excellent central location - only 5 minutes to 880, 3 minutes to 680, and 15 minutes to the Fremont Bart station with easy access to Safeway, CVS, gas stations, Ranch 99, restaurants, and fast food. It is also close to many Silicon Valley companies, including Cisco, SanDisk, Broadcom, Ericsson, Yahoo, and LinkedIn. Mission Peak is a 25 minute walk, or 4 minute drive. 

THE PLACE: 

Large 5 bedroom house - 3 rooms available for rent 
Great sized rooms with a full bathroom that's clean and well kept.
Large backyard with deck
Wireless high speed internet, and all utilities (electricity, water & garbage) separate
Onsite common laundry facility.
Driveway car parking 
Backyard 
View of the bay 
Can come furnished with a bed

Please email if interested!",TRUE,TRUE,False,True,TRUE,True,TRUE,FALSE,FALSE
